basket_id,symbol,side,entry_time,exit_time,david_mode,david_direction_at_entry,entry_adr,fills,avg_entry,exit_price,entry_modeled_price,entry_actual_price,entry_accounting_price,last_fill_modeled_price,last_fill_actual_price,last_fill_accounting_price,exit_modeled_price,exit_actual_price,exit_accounting_price,execution_price_mode,net_adr,mae_adr,mfe_adr,duration_minutes,close_reason
1,USDCAD.i,SHORT,2026.03.10 07:58:00,2026.03.10 09:00:00,AGAINST,UP,0.00739,1,1.35897,1.35823,1.35897,1.35897,1.35897,1.35897,1.35897,1.35897,1.35823,1.35826,1.35823,MT5_ORDER_FILL,0.100000,-0.039263,0.101543,62.00,tp
2,USDCAD.i,SHORT,2026.03.13 14:45:00,2026.03.13 15:02:00,AGAINST,UP,0.00793,1,1.36703,1.36624,1.36703,1.36703,1.36703,1.36703,1.36703,1.36703,1.36624,1.36643,1.36624,MT5_ORDER_FILL,0.100000,-0.008826,0.108435,17.00,tp
3,USDCAD.i,SHORT,2026.03.17 15:06:00,2026.03.17 16:17:00,AGAINST,UP,0.00842,2,1.37047,1.36962,1.37009,1.37009,1.37009,1.37093,1.37084,1.37084,1.36962,1.36974,1.36962,MT5_ORDER_FILL,0.200000,-0.108115,0.200784,71.00,tp
4,USDCAD.i,SHORT,2026.03.19 00:23:00,2026.03.19 03:28:00,AGAINST,UP,0.00765,3,1.37290,1.37214,1.37206,1.37206,1.37206,1.37359,1.37365,1.37365,1.37214,1.37216,1.37214,MT5_ORDER_FILL,0.300000,-0.345143,0.305922,185.00,tp
5,USDCAD.i,SHORT,2026.03.25 15:31:00,2026.03.25 15:38:00,AGAINST,UP,0.00651,1,1.37946,1.37881,1.37946,1.37946,1.37946,1.37946,1.37946,1.37946,1.37881,1.37890,1.37881,MT5_ORDER_FILL,0.100000,-0.010746,0.107461,7.00,tp
6,USDCAD.i,SHORT,2026.03.26 15:36:00,2026.03.26 16:23:00,AGAINST,UP,0.00671,1,1.38381,1.38314,1.38381,1.38381,1.38381,1.38381,1.38381,1.38381,1.38314,1.38298,1.38314,MT5_ORDER_FILL,0.100000,-0.022348,0.140048,47.00,tp
7,USDCAD.i,SHORT,2026.03.30 15:21:00,2026.03.30 17:54:00,AGAINST,UP,0.00598,5,1.39297,1.39237,1.39180,1.39181,1.39181,1.39420,1.39431,1.39431,1.39237,1.39246,1.39237,MT5_ORDER_FILL,0.500000,-1.264637,0.500167,153.00,tp
8,USDCAD.i,LONG,2026.04.06 17:07:00,2026.04.06 18:02:00,AGAINST,DOWN,0.00613,2,1.39142,1.39204,1.39169,1.39172,1.39172,1.39111,1.39113,1.39113,1.39204,1.39192,1.39204,MT5_ORDER_FILL,0.200000,-0.233355,0.217037,55.00,tp
9,USDCAD.i,LONG,2026.04.24 14:17:00,2026.04.24 16:28:00,AGAINST,DOWN,0.00565,2,1.36839,1.36896,1.36870,1.36873,1.36873,1.36816,1.36805,1.36805,1.36896,1.36897,1.36896,MT5_ORDER_FILL,0.200000,-0.201627,0.205164,131.00,tp
10,USDCAD.i,LONG,2026.04.27 16:48:00,2026.04.27 17:55:00,AGAINST,DOWN,0.00572,2,1.36072,1.36129,1.36098,1.36101,1.36101,1.36044,1.36043,1.36043,1.36129,1.36173,1.36129,MT5_ORDER_FILL,0.200000,-0.213361,0.349773,67.00,tp
11,USDCAD.i,LONG,2026.05.29 00:15:00,2026.05.29 09:43:00,AGAINST,DOWN,0.00478,3,1.37912,1.37960,1.37831,1.37878,1.37878,1.37782,1.37929,1.37929,1.37960,1.37960,1.37960,MT5_ORDER_FILL,0.300000,-1.042495,0.307725,568.00,tp
12,USDCAD.i,LONG,2026.06.05 13:24:00,2026.06.05 14:02:00,AGAINST,DOWN,0.00520,1,1.38733,1.38785,1.38731,1.38733,1.38733,1.38731,1.38733,1.38733,1.38785,1.38785,1.38785,MT5_ORDER_FILL,0.100000,-0.040346,0.113353,38.00,tp
